---------------------------
|         n |  n log_2(n) |
|     96822 | 1603667.4 |
|     96823 | 1603685.4 |
|     96824 | 1603703.4 |
|     96825 | 1603721.4 |
|     96826 | 1603739.4 |
|     96827 | 1603757.4 |
|     96828 | 1603775.4 |
|     96829 | 1603793.4 |
|     96830 | 1603811.4 |
|     96831 | 1603829.4 |
|     96832 | 1603847.4 |
|     96833 | 1603865.4 |
|     96834 | 1603883.4 |
|     96835 | 1603901.4 |
|     96836 | 1603919.4 |
|     96837 | 1603937.5 |
|     96838 | 1603955.5 |
|     96839 | 1603973.5 |
|     96840 | 1603991.5 |
|     96841 | 1604009.5 |
|     96842 | 1604027.5 |
|     96843 | 1604045.5 |
|     96844 | 1604063.5 |
|     96845 | 1604081.5 |
|     96846 | 1604099.5 |
|     96847 | 1604117.5 |
|     96848 | 1604135.5 |
|     96849 | 1604153.5 |
|     96850 | 1604171.5 |
|     96851 | 1604189.5 |
|     96852 | 1604207.5 |
|     96853 | 1604225.5 |
|     96854 | 1604243.6 |
|     96855 | 1604261.6 |
|     96856 | 1604279.6 |
|     96857 | 1604297.6 |
|     96858 | 1604315.6 |
|     96859 | 1604333.6 |
|     96860 | 1604351.6 |
|     96861 | 1604369.6 |
|     96862 | 1604387.6 |
|     96863 | 1604405.6 |
|     96864 | 1604423.6 |
|     96865 | 1604441.6 |
|     96866 | 1604459.6 |
|     96867 | 1604477.6 |
|     96868 | 1604495.6 |
|     96869 | 1604513.6 |
|     96870 | 1604531.7 |
|     96871 | 1604549.7 |
|     96872 | 1604567.7 |
|     96873 | 1604585.7 |
|     96874 | 1604603.7 |
|     96875 | 1604621.7 |
|     96876 | 1604639.7 |
|     96877 | 1604657.7 |
|     96878 | 1604675.7 |
|     96879 | 1604693.7 |
|     96880 | 1604711.7 |
|     96881 | 1604729.7 |
|     96882 | 1604747.7 |
|     96883 | 1604765.7 |
|     96884 | 1604783.7 |
|     96885 | 1604801.8 |
|     96886 | 1604819.8 |
|     96887 | 1604837.8 |
|     96888 | 1604855.8 |
|     96889 | 1604873.8 |
|     96890 | 1604891.8 |
|     96891 | 1604909.8 |
|     96892 | 1604927.8 |
|     96893 | 1604945.8 |
|     96894 | 1604963.8 |
|     96895 | 1604981.8 |
|     96896 | 1604999.8 |
|     96897 | 1605017.8 |
|     96898 | 1605035.8 |
|     96899 | 1605053.8 |
|     96900 | 1605071.9 |
|     96901 | 1605089.9 |
|     96902 | 1605107.9 |
|     96903 | 1605125.9 |
|     96904 | 1605143.9 |
|     96905 | 1605161.9 |
|     96906 | 1605179.9 |
|     96907 | 1605197.9 |
|     96908 | 1605215.9 |
|     96909 | 1605233.9 |
|     96910 | 1605251.9 |
|     96911 | 1605269.9 |
|     96912 | 1605287.9 |
|     96913 | 1605305.9 |
|     96914 | 1605324.0 |
|     96915 | 1605342.0 |
|     96916 | 1605360.0 |
|     96917 | 1605378.0 |
|     96918 | 1605396.0 |
|     96919 | 1605414.0 |
|     96920 | 1605432.0 |
|     96921 | 1605450.0 |
|     96922 | 1605468.0 |
|     96923 | 1605486.0 |
|     96924 | 1605504.0 |
|     96925 | 1605522.0 |
|     96926 | 1605540.0 |
|     96927 | 1605558.0 |
|     96928 | 1605576.1 |
|     96929 | 1605594.1 |
|     96930 | 1605612.1 |
|     96931 | 1605630.1 |
|     96932 | 1605648.1 |
|     96933 | 1605666.1 |
|     96934 | 1605684.1 |
|     96935 | 1605702.1 |
|     96936 | 1605720.1 |
|     96937 | 1605738.1 |
|     96938 | 1605756.1 |
|     96939 | 1605774.1 |
|     96940 | 1605792.1 |
|     96941 | 1605810.2 |
|     96942 | 1605828.2 |
|     96943 | 1605846.2 |
|     96944 | 1605864.2 |
|     96945 | 1605882.2 |
|     96946 | 1605900.2 |
|     96947 | 1605918.2 |
|     96948 | 1605936.2 |
|     96949 | 1605954.2 |
|     96950 | 1605972.2 |
|     96951 | 1605990.2 |
|     96952 | 1606008.2 |
|     96953 | 1606026.2 |
|     96954 | 1606044.3 |
|     96955 | 1606062.3 |
|     96956 | 1606080.3 |
|     96957 | 1606098.3 |
|     96958 | 1606116.3 |
|     96959 | 1606134.3 |
|     96960 | 1606152.3 |
|     96961 | 1606170.3 |
|     96962 | 1606188.3 |
|     96963 | 1606206.3 |
|     96964 | 1606224.3 |
|     96965 | 1606242.3 |
|     96966 | 1606260.3 |
|     96967 | 1606278.4 |
|     96968 | 1606296.4 |
|     96969 | 1606314.4 |
|     96970 | 1606332.4 |
|     96971 | 1606350.4 |
|     96972 | 1606368.4 |
|     96973 | 1606386.4 |
|     96974 | 1606404.4 |
|     96975 | 1606422.4 |
|     96976 | 1606440.4 |
|     96977 | 1606458.4 |
|     96978 | 1606476.4 |
|     96979 | 1606494.4 |
|     96980 | 1606512.5 |
|     96981 | 1606530.5 |
|     96982 | 1606548.5 |
|     96983 | 1606566.5 |
|     96984 | 1606584.5 |
|     96985 | 1606602.5 |
|     96986 | 1606620.5 |
|     96987 | 1606638.5 |
|     96988 | 1606656.5 |
|     96989 | 1606674.5 |
|     96990 | 1606692.5 |
|     96991 | 1606710.5 |
|     96992 | 1606728.6 |
|     96993 | 1606746.6 |
|     96994 | 1606764.6 |
|     96995 | 1606782.6 |
|     96996 | 1606800.6 |
|     96997 | 1606818.6 |
|     96998 | 1606836.6 |
|     96999 | 1606854.6 |
|     97000 | 1606872.6 |
|     97001 | 1606890.6 |
|     97002 | 1606908.6 |
|     97003 | 1606926.6 |
|     97004 | 1606944.7 |
|     97005 | 1606962.7 |
|     97006 | 1606980.7 |
|     97007 | 1606998.7 |
|     97008 | 1607016.7 |
|     97009 | 1607034.7 |
|     97010 | 1607052.7 |
|     97011 | 1607070.7 |
|     97012 | 1607088.7 |
|     97013 | 1607106.7 |
|     97014 | 1607124.7 |
|     97015 | 1607142.7 |
|     97016 | 1607160.8 |
|     97017 | 1607178.8 |
|     97018 | 1607196.8 |
|     97019 | 1607214.8 |
|     97020 | 1607232.8 |
|     97021 | 1607250.8 |
|     97022 | 1607268.8 |
|     97023 | 1607286.8 |
|     97024 | 1607304.8 |
|     97025 | 1607322.8 |
|     97026 | 1607340.8 |
|     97027 | 1607358.9 |
|     97028 | 1607376.9 |
|     97029 | 1607394.9 |
|     97030 | 1607412.9 |
|     97031 | 1607430.9 |
|     97032 | 1607448.9 |
|     97033 | 1607466.9 |
|     97034 | 1607484.9 |
|     97035 | 1607502.9 |
|     97036 | 1607520.9 |
|     97037 | 1607538.9 |
|     97038 | 1607557.0 |
|     97039 | 1607575.0 |
|     97040 | 1607593.0 |
|     97041 | 1607611.0 |
|     97042 | 1607629.0 |
|     97043 | 1607647.0 |
|     97044 | 1607665.0 |
|     97045 | 1607683.0 |
|     97046 | 1607701.0 |
|     97047 | 1607719.0 |
|     97048 | 1607737.0 |
|     97049 | 1607755.1 |
|     97050 | 1607773.1 |
|     97051 | 1607791.1 |
|     97052 | 1607809.1 |
|     97053 | 1607827.1 |
|     97054 | 1607845.1 |
|     97055 | 1607863.1 |
|     97056 | 1607881.1 |
|     97057 | 1607899.1 |
|     97058 | 1607917.1 |
|     97059 | 1607935.1 |
|     97060 | 1607953.2 |
|     97061 | 1607971.2 |
|     97062 | 1607989.2 |
|     97063 | 1608007.2 |
|     97064 | 1608025.2 |
|     97065 | 1608043.2 |
|     97066 | 1608061.2 |
|     97067 | 1608079.2 |
|     97068 | 1608097.2 |
|     97069 | 1608115.2 |
|     97070 | 1608133.2 |
|     97071 | 1608151.3 |
|     97072 | 1608169.3 |
|     97073 | 1608187.3 |
|     97074 | 1608205.3 |
|     97075 | 1608223.3 |
|     97076 | 1608241.3 |
|     97077 | 1608259.3 |
|     97078 | 1608277.3 |
|     97079 | 1608295.3 |
|     97080 | 1608313.3 |
|     97081 | 1608331.3 |
|     97082 | 1608349.4 |
|     97083 | 1608367.4 |
|     97084 | 1608385.4 |
|     97085 | 1608403.4 |
|     97086 | 1608421.4 |
|     97087 | 1608439.4 |
|     97088 | 1608457.4 |
|     97089 | 1608475.4 |
|     97090 | 1608493.4 |
|     97091 | 1608511.4 |
|     97092 | 1608529.5 |
|     97093 | 1608547.5 |
|     97094 | 1608565.5 |
|     97095 | 1608583.5 |
|     97096 | 1608601.5 |
|     97097 | 1608619.5 |
|     97098 | 1608637.5 |
|     97099 | 1608655.5 |
|     97100 | 1608673.5 |
|     97101 | 1608691.5 |
|     97102 | 1608709.6 |
|     97103 | 1608727.6 |
|     97104 | 1608745.6 |
|     97105 | 1608763.6 |
|     97106 | 1608781.6 |
|     97107 | 1608799.6 |
|     97108 | 1608817.6 |
|     97109 | 1608835.6 |
|     97110 | 1608853.6 |
|     97111 | 1608871.6 |
|     97112 | 1608889.7 |
|     97113 | 1608907.7 |
|     97114 | 1608925.7 |
|     97115 | 1608943.7 |
|     97116 | 1608961.7 |
|     97117 | 1608979.7 |
|     97118 | 1608997.7 |
|     97119 | 1609015.7 |
|     97120 | 1609033.7 |
|     97121 | 1609051.7 |
|     97122 | 1609069.8 |
|     97123 | 1609087.8 |
|     97124 | 1609105.8 |
|     97125 | 1609123.8 |
|     97126 | 1609141.8 |
|     97127 | 1609159.8 |
|     97128 | 1609177.8 |
|     97129 | 1609195.8 |
|     97130 | 1609213.8 |
|     97131 | 1609231.8 |
|     97132 | 1609249.9 |
|     97133 | 1609267.9 |
|     97134 | 1609285.9 |
|     97135 | 1609303.9 |
|     97136 | 1609321.9 |
|     97137 | 1609339.9 |
|     97138 | 1609357.9 |
|     97139 | 1609375.9 |
|     97140 | 1609393.9 |
|     97141 | 1609412.0 |
|     97142 | 1609430.0 |
|     97143 | 1609448.0 |
|     97144 | 1609466.0 |
|     97145 | 1609484.0 |
|     97146 | 1609502.0 |
|     97147 | 1609520.0 |
|     97148 | 1609538.0 |
|     97149 | 1609556.0 |
|     97150 | 1609574.0 |
|     97151 | 1609592.1 |
|     97152 | 1609610.1 |
|     97153 | 1609628.1 |
|     97154 | 1609646.1 |
|     97155 | 1609664.1 |
|     97156 | 1609682.1 |
|     97157 | 1609700.1 |
|     97158 | 1609718.1 |
|     97159 | 1609736.1 |
|     97160 | 1609754.2 |
|     97161 | 1609772.2 |
|     97162 | 1609790.2 |
|     97163 | 1609808.2 |
|     97164 | 1609826.2 |
|     97165 | 1609844.2 |
|     97166 | 1609862.2 |
|     97167 | 1609880.2 |
|     97168 | 1609898.2 |
|     97169 | 1609916.3 |
|     97170 | 1609934.3 |
|     97171 | 1609952.3 |
|     97172 | 1609970.3 |
|     97173 | 1609988.3 |
|     97174 | 1610006.3 |
|     97175 | 1610024.3 |
|     97176 | 1610042.3 |
|     97177 | 1610060.3 |
|     97178 | 1610078.4 |
|     97179 | 1610096.4 |
|     97180 | 1610114.4 |
|     97181 | 1610132.4 |
|     97182 | 1610150.4 |
|     97183 | 1610168.4 |
|     97184 | 1610186.4 |
|     97185 | 1610204.4 |
|     97186 | 1610222.4 |
|     97187 | 1610240.5 |
|     97188 | 1610258.5 |
|     97189 | 1610276.5 |
|     97190 | 1610294.5 |
|     97191 | 1610312.5 |
|     97192 | 1610330.5 |
|     97193 | 1610348.5 |
|     97194 | 1610366.5 |
|     97195 | 1610384.5 |
|     97196 | 1610402.6 |
|     97197 | 1610420.6 |
|     97198 | 1610438.6 |
|     97199 | 1610456.6 |
|     97200 | 1610474.6 |
|     97201 | 1610492.6 |
|     97202 | 1610510.6 |
|     97203 | 1610528.6 |
|     97204 | 1610546.6 |
|     97205 | 1610564.7 |
|     97206 | 1610582.7 |
|     97207 | 1610600.7 |
|     97208 | 1610618.7 |
|     97209 | 1610636.7 |
|     97210 | 1610654.7 |
|     97211 | 1610672.7 |
|     97212 | 1610690.7 |
|     97213 | 1610708.7 |
|     97214 | 1610726.8 |
|     97215 | 1610744.8 |
|     97216 | 1610762.8 |
|     97217 | 1610780.8 |
|     97218 | 1610798.8 |
|     97219 | 1610816.8 |
|     97220 | 1610834.8 |
|     97221 | 1610852.8 |
|     97222 | 1610870.9 |
|     97223 | 1610888.9 |
|     97224 | 1610906.9 |
|     97225 | 1610924.9 |
|     97226 | 1610942.9 |
|     97227 | 1610960.9 |
|     97228 | 1610978.9 |
|     97229 | 1610996.9 |
|     97230 | 1611014.9 |
|     97231 | 1611033.0 |
|     97232 | 1611051.0 |
|     97233 | 1611069.0 |
|     97234 | 1611087.0 |
|     97235 | 1611105.0 |
|     97236 | 1611123.0 |
|     97237 | 1611141.0 |
|     97238 | 1611159.0 |
|     97239 | 1611177.1 |
|     97240 | 1611195.1 |
|     97241 | 1611213.1 |
|     97242 | 1611231.1 |
|     97243 | 1611249.1 |
|     97244 | 1611267.1 |
|     97245 | 1611285.1 |
|     97246 | 1611303.1 |
|     97247 | 1611321.1 |
|     97248 | 1611339.2 |
|     97249 | 1611357.2 |
|     97250 | 1611375.2 |
|     97251 | 1611393.2 |
|     97252 | 1611411.2 |
|     97253 | 1611429.2 |
|     97254 | 1611447.2 |
|     97255 | 1611465.2 |
|     97256 | 1611483.3 |
|     97257 | 1611501.3 |
|     97258 | 1611519.3 |
|     97259 | 1611537.3 |
|     97260 | 1611555.3 |
|     97261 | 1611573.3 |
|     97262 | 1611591.3 |
|     97263 | 1611609.3 |
|     97264 | 1611627.4 |
|     97265 | 1611645.4 |
|     97266 | 1611663.4 |
|     97267 | 1611681.4 |
|     97268 | 1611699.4 |
|     97269 | 1611717.4 |
|     97270 | 1611735.4 |
|     97271 | 1611753.4 |
|     97272 | 1611771.5 |
|     97273 | 1611789.5 |
|     97274 | 1611807.5 |
|     97275 | 1611825.5 |
|     97276 | 1611843.5 |
|     97277 | 1611861.5 |
|     97278 | 1611879.5 |
|     97279 | 1611897.5 |
|     97280 | 1611915.6 |
|     97281 | 1611933.6 |
|     97282 | 1611951.6 |
|     97283 | 1611969.6 |
|     97284 | 1611987.6 |
|     97285 | 1612005.6 |
|     97286 | 1612023.6 |
|     97287 | 1612041.6 |
|     97288 | 1612059.7 |
|     97289 | 1612077.7 |
|     97290 | 1612095.7 |
|     97291 | 1612113.7 |
|     97292 | 1612131.7 |
|     97293 | 1612149.7 |
|     97294 | 1612167.7 |
|     97295 | 1612185.7 |
|     97296 | 1612203.8 |
|     97297 | 1612221.8 |
|     97298 | 1612239.8 |
|     97299 | 1612257.8 |
|     97300 | 1612275.8 |
|     97301 | 1612293.8 |
|     97302 | 1612311.8 |
|     97303 | 1612329.8 |
|     97304 | 1612347.9 |
|     97305 | 1612365.9 |
|     97306 | 1612383.9 |
|     97307 | 1612401.9 |
|     97308 | 1612419.9 |
|     97309 | 1612437.9 |
|     97310 | 1612455.9 |
|     97311 | 1612473.9 |
|     97312 | 1612492.0 |
|     97313 | 1612510.0 |
|     97314 | 1612528.0 |
|     97315 | 1612546.0 |
|     97316 | 1612564.0 |
|     97317 | 1612582.0 |
|     97318 | 1612600.0 |
|     97319 | 1612618.1 |
|     97320 | 1612636.1 |
|     97321 | 1612654.1 |
|     97322 | 1612672.1 |
|     97323 | 1612690.1 |
|     97324 | 1612708.1 |
|     97325 | 1612726.1 |
|     97326 | 1612744.1 |
|     97327 | 1612762.2 |
|     97328 | 1612780.2 |
|     97329 | 1612798.2 |
|     97330 | 1612816.2 |
|     97331 | 1612834.2 |
|     97332 | 1612852.2 |
|     97333 | 1612870.2 |
|     97334 | 1612888.3 |
|     97335 | 1612906.3 |
|     97336 | 1612924.3 |
|     97337 | 1612942.3 |
|     97338 | 1612960.3 |
|     97339 | 1612978.3 |
|     97340 | 1612996.3 |
|     97341 | 1613014.3 |
|     97342 | 1613032.4 |
|     97343 | 1613050.4 |
|     97344 | 1613068.4 |
|     97345 | 1613086.4 |
|     97346 | 1613104.4 |
|     97347 | 1613122.4 |
|     97348 | 1613140.4 |
|     97349 | 1613158.5 |
|     97350 | 1613176.5 |
|     97351 | 1613194.5 |
|     97352 | 1613212.5 |
|     97353 | 1613230.5 |
|     97354 | 1613248.5 |
|     97355 | 1613266.5 |
|     97356 | 1613284.6 |
|     97357 | 1613302.6 |
|     97358 | 1613320.6 |
|     97359 | 1613338.6 |
|     97360 | 1613356.6 |
|     97361 | 1613374.6 |
|     97362 | 1613392.6 |
|     97363 | 1613410.6 |
|     97364 | 1613428.7 |
|     97365 | 1613446.7 |
|     97366 | 1613464.7 |
|     97367 | 1613482.7 |
|     97368 | 1613500.7 |
|     97369 | 1613518.7 |
|     97370 | 1613536.7 |
|     97371 | 1613554.8 |
|     97372 | 1613572.8 |
|     97373 | 1613590.8 |
|     97374 | 1613608.8 |
|     97375 | 1613626.8 |
|     97376 | 1613644.8 |
|     97377 | 1613662.8 |
|     97378 | 1613680.9 |
|     97379 | 1613698.9 |
|     97380 | 1613716.9 |
|     97381 | 1613734.9 |
|     97382 | 1613752.9 |
|     97383 | 1613770.9 |
|     97384 | 1613788.9 |
|     97385 | 1613807.0 |
|     97386 | 1613825.0 |
|     97387 | 1613843.0 |
|     97388 | 1613861.0 |
|     97389 | 1613879.0 |
|     97390 | 1613897.0 |
|     97391 | 1613915.0 |
|     97392 | 1613933.1 |
|     97393 | 1613951.1 |
|     97394 | 1613969.1 |
|     97395 | 1613987.1 |
|     97396 | 1614005.1 |
|     97397 | 1614023.1 |
|     97398 | 1614041.1 |
|     97399 | 1614059.2 |
|     97400 | 1614077.2 |
|     97401 | 1614095.2 |
|     97402 | 1614113.2 |
|     97403 | 1614131.2 |
|     97404 | 1614149.2 |
|     97405 | 1614167.2 |
|     97406 | 1614185.3 |
|     97407 | 1614203.3 |
|     97408 | 1614221.3 |
|     97409 | 1614239.3 |
|     97410 | 1614257.3 |
|     97411 | 1614275.3 |
|     97412 | 1614293.3 |
|     97413 | 1614311.4 |
|     97414 | 1614329.4 |
|     97415 | 1614347.4 |
|     97416 | 1614365.4 |
|     97417 | 1614383.4 |
|     97418 | 1614401.4 |
|     97419 | 1614419.4 |
|     97420 | 1614437.5 |
|     97421 | 1614455.5 |
|     97422 | 1614473.5 |
|     97423 | 1614491.5 |
|     97424 | 1614509.5 |
|     97425 | 1614527.5 |
|     97426 | 1614545.5 |
|     97427 | 1614563.6 |
|     97428 | 1614581.6 |
|     97429 | 1614599.6 |
|     97430 | 1614617.6 |
|     97431 | 1614635.6 |
|     97432 | 1614653.6 |
|     97433 | 1614671.6 |
|     97434 | 1614689.7 |
|     97435 | 1614707.7 |
|     97436 | 1614725.7 |
|     97437 | 1614743.7 |
|     97438 | 1614761.7 |
|     97439 | 1614779.7 |
|     97440 | 1614797.8 |
|     97441 | 1614815.8 |
|     97442 | 1614833.8 |
|     97443 | 1614851.8 |
|     97444 | 1614869.8 |
|     97445 | 1614887.8 |
|     97446 | 1614905.8 |
|     97447 | 1614923.9 |
|     97448 | 1614941.9 |
|     97449 | 1614959.9 |
|     97450 | 1614977.9 |
|     97451 | 1614995.9 |
|     97452 | 1615013.9 |
|     97453 | 1615031.9 |
|     97454 | 1615050.0 |
|     97455 | 1615068.0 |
|     97456 | 1615086.0 |
|     97457 | 1615104.0 |
|     97458 | 1615122.0 |
|     97459 | 1615140.0 |
|     97460 | 1615158.1 |
|     97461 | 1615176.1 |
|     97462 | 1615194.1 |
|     97463 | 1615212.1 |
|     97464 | 1615230.1 |
|     97465 | 1615248.1 |
|     97466 | 1615266.1 |
|     97467 | 1615284.2 |
|     97468 | 1615302.2 |
|     97469 | 1615320.2 |
|     97470 | 1615338.2 |
|     97471 | 1615356.2 |
|     97472 | 1615374.2 |
|     97473 | 1615392.3 |
|     97474 | 1615410.3 |
|     97475 | 1615428.3 |
|     97476 | 1615446.3 |
|     97477 | 1615464.3 |
|     97478 | 1615482.3 |
|     97479 | 1615500.3 |
|     97480 | 1615518.4 |
|     97481 | 1615536.4 |
|     97482 | 1615554.4 |
|     97483 | 1615572.4 |
|     97484 | 1615590.4 |
|     97485 | 1615608.4 |
|     97486 | 1615626.5 |
|     97487 | 1615644.5 |
|     97488 | 1615662.5 |
|     97489 | 1615680.5 |
|     97490 | 1615698.5 |
|     97491 | 1615716.5 |
|     97492 | 1615734.5 |
|     97493 | 1615752.6 |
|     97494 | 1615770.6 |
|     97495 | 1615788.6 |
|     97496 | 1615806.6 |
|     97497 | 1615824.6 |
|     97498 | 1615842.6 |
|     97499 | 1615860.7 |
|     97500 | 1615878.7 |
|     97501 | 1615896.7 |
|     97502 | 1615914.7 |
|     97503 | 1615932.7 |
|     97504 | 1615950.7 |
|     97505 | 1615968.8 |
|     97506 | 1615986.8 |
|     97507 | 1616004.8 |
|     97508 | 1616022.8 |
|     97509 | 1616040.8 |
|     97510 | 1616058.8 |
|     97511 | 1616076.8 |
|     97512 | 1616094.9 |
|     97513 | 1616112.9 |
|     97514 | 1616130.9 |
|     97515 | 1616148.9 |
|     97516 | 1616166.9 |
|     97517 | 1616184.9 |
|     97518 | 1616203.0 |
|     97519 | 1616221.0 |
|     97520 | 1616239.0 |
|     97521 | 1616257.0 |
|     97522 | 1616275.0 |
|     97523 | 1616293.0 |
|     97524 | 1616311.1 |
|     97525 | 1616329.1 |
|     97526 | 1616347.1 |
|     97527 | 1616365.1 |
|     97528 | 1616383.1 |
|     97529 | 1616401.1 |
|     97530 | 1616419.2 |
|     97531 | 1616437.2 |
|     97532 | 1616455.2 |
|     97533 | 1616473.2 |
|     97534 | 1616491.2 |
|     97535 | 1616509.2 |
|     97536 | 1616527.3 |
|     97537 | 1616545.3 |
|     97538 | 1616563.3 |
|     97539 | 1616581.3 |
|     97540 | 1616599.3 |
|     97541 | 1616617.3 |
|     97542 | 1616635.4 |
|     97543 | 1616653.4 |
|     97544 | 1616671.4 |
|     97545 | 1616689.4 |
|     97546 | 1616707.4 |
|     97547 | 1616725.4 |
|     97548 | 1616743.4 |
|     97549 | 1616761.5 |
|     97550 | 1616779.5 |
|     97551 | 1616797.5 |
|     97552 | 1616815.5 |
|     97553 | 1616833.5 |
|     97554 | 1616851.5 |
|     97555 | 1616869.6 |
|     97556 | 1616887.6 |
|     97557 | 1616905.6 |
|     97558 | 1616923.6 |
|     97559 | 1616941.6 |
|     97560 | 1616959.6 |
|     97561 | 1616977.7 |
|     97562 | 1616995.7 |
|     97563 | 1617013.7 |
|     97564 | 1617031.7 |
|     97565 | 1617049.7 |
|     97566 | 1617067.7 |
|     97567 | 1617085.8 |
|     97568 | 1617103.8 |
|     97569 | 1617121.8 |
|     97570 | 1617139.8 |
|     97571 | 1617157.8 |
|     97572 | 1617175.8 |
|     97573 | 1617193.9 |
|     97574 | 1617211.9 |
|     97575 | 1617229.9 |
|     97576 | 1617247.9 |
|     97577 | 1617265.9 |
|     97578 | 1617284.0 |
|     97579 | 1617302.0 |
|     97580 | 1617320.0 |
|     97581 | 1617338.0 |
|     97582 | 1617356.0 |
|     97583 | 1617374.0 |
|     97584 | 1617392.1 |
|     97585 | 1617410.1 |
|     97586 | 1617428.1 |
|     97587 | 1617446.1 |
|     97588 | 1617464.1 |
|     97589 | 1617482.1 |
|     97590 | 1617500.2 |
|     97591 | 1617518.2 |
|     97592 | 1617536.2 |
|     97593 | 1617554.2 |
|     97594 | 1617572.2 |
|     97595 | 1617590.2 |
|     97596 | 1617608.3 |
|     97597 | 1617626.3 |
|     97598 | 1617644.3 |
|     97599 | 1617662.3 |
|     97600 | 1617680.3 |
|     97601 | 1617698.3 |
|     97602 | 1617716.4 |
|     97603 | 1617734.4 |
|     97604 | 1617752.4 |
|     97605 | 1617770.4 |
|     97606 | 1617788.4 |
|     97607 | 1617806.4 |
|     97608 | 1617824.5 |
|     97609 | 1617842.5 |
|     97610 | 1617860.5 |
|     97611 | 1617878.5 |
|     97612 | 1617896.5 |
|     97613 | 1617914.6 |
|     97614 | 1617932.6 |
|     97615 | 1617950.6 |
|     97616 | 1617968.6 |
|     97617 | 1617986.6 |
|     97618 | 1618004.6 |
|     97619 | 1618022.7 |
|     97620 | 1618040.7 |
