---------------------------
|         n |  n log_2(n) |
|     95890 | 1586892.5 |
|     95891 | 1586910.5 |
|     95892 | 1586928.5 |
|     95893 | 1586946.5 |
|     95894 | 1586964.5 |
|     95895 | 1586982.5 |
|     95896 | 1587000.5 |
|     95897 | 1587018.4 |
|     95898 | 1587036.4 |
|     95899 | 1587054.4 |
|     95900 | 1587072.4 |
|     95901 | 1587090.4 |
|     95902 | 1587108.4 |
|     95903 | 1587126.4 |
|     95904 | 1587144.4 |
|     95905 | 1587162.4 |
|     95906 | 1587180.4 |
|     95907 | 1587198.4 |
|     95908 | 1587216.4 |
|     95909 | 1587234.4 |
|     95910 | 1587252.3 |
|     95911 | 1587270.3 |
|     95912 | 1587288.3 |
|     95913 | 1587306.3 |
|     95914 | 1587324.3 |
|     95915 | 1587342.3 |
|     95916 | 1587360.3 |
|     95917 | 1587378.3 |
|     95918 | 1587396.3 |
|     95919 | 1587414.3 |
|     95920 | 1587432.3 |
|     95921 | 1587450.3 |
|     95922 | 1587468.2 |
|     95923 | 1587486.2 |
|     95924 | 1587504.2 |
|     95925 | 1587522.2 |
|     95926 | 1587540.2 |
|     95927 | 1587558.2 |
|     95928 | 1587576.2 |
|     95929 | 1587594.2 |
|     95930 | 1587612.2 |
|     95931 | 1587630.2 |
|     95932 | 1587648.2 |
|     95933 | 1587666.2 |
|     95934 | 1587684.2 |
|     95935 | 1587702.1 |
|     95936 | 1587720.1 |
|     95937 | 1587738.1 |
|     95938 | 1587756.1 |
|     95939 | 1587774.1 |
|     95940 | 1587792.1 |
|     95941 | 1587810.1 |
|     95942 | 1587828.1 |
|     95943 | 1587846.1 |
|     95944 | 1587864.1 |
|     95945 | 1587882.1 |
|     95946 | 1587900.1 |
|     95947 | 1587918.1 |
|     95948 | 1587936.1 |
|     95949 | 1587954.0 |
|     95950 | 1587972.0 |
|     95951 | 1587990.0 |
|     95952 | 1588008.0 |
|     95953 | 1588026.0 |
|     95954 | 1588044.0 |
|     95955 | 1588062.0 |
|     95956 | 1588080.0 |
|     95957 | 1588098.0 |
|     95958 | 1588116.0 |
|     95959 | 1588134.0 |
|     95960 | 1588152.0 |
|     95961 | 1588170.0 |
|     95962 | 1588188.0 |
|     95963 | 1588205.9 |
|     95964 | 1588223.9 |
|     95965 | 1588241.9 |
|     95966 | 1588259.9 |
|     95967 | 1588277.9 |
|     95968 | 1588295.9 |
|     95969 | 1588313.9 |
|     95970 | 1588331.9 |
|     95971 | 1588349.9 |
|     95972 | 1588367.9 |
|     95973 | 1588385.9 |
|     95974 | 1588403.9 |
|     95975 | 1588421.9 |
|     95976 | 1588439.9 |
|     95977 | 1588457.8 |
|     95978 | 1588475.8 |
|     95979 | 1588493.8 |
|     95980 | 1588511.8 |
|     95981 | 1588529.8 |
|     95982 | 1588547.8 |
|     95983 | 1588565.8 |
|     95984 | 1588583.8 |
|     95985 | 1588601.8 |
|     95986 | 1588619.8 |
|     95987 | 1588637.8 |
|     95988 | 1588655.8 |
|     95989 | 1588673.8 |
|     95990 | 1588691.8 |
|     95991 | 1588709.8 |
|     95992 | 1588727.7 |
|     95993 | 1588745.7 |
|     95994 | 1588763.7 |
|     95995 | 1588781.7 |
|     95996 | 1588799.7 |
|     95997 | 1588817.7 |
|     95998 | 1588835.7 |
|     95999 | 1588853.7 |
|     96000 | 1588871.7 |
|     96001 | 1588889.7 |
|     96002 | 1588907.7 |
|     96003 | 1588925.7 |
|     96004 | 1588943.7 |
|     96005 | 1588961.7 |
|     96006 | 1588979.7 |
|     96007 | 1588997.6 |
|     96008 | 1589015.6 |
|     96009 | 1589033.6 |
|     96010 | 1589051.6 |
|     96011 | 1589069.6 |
|     96012 | 1589087.6 |
|     96013 | 1589105.6 |
|     96014 | 1589123.6 |
|     96015 | 1589141.6 |
|     96016 | 1589159.6 |
|     96017 | 1589177.6 |
|     96018 | 1589195.6 |
|     96019 | 1589213.6 |
|     96020 | 1589231.6 |
|     96021 | 1589249.6 |
|     96022 | 1589267.6 |
|     96023 | 1589285.5 |
|     96024 | 1589303.5 |
|     96025 | 1589321.5 |
|     96026 | 1589339.5 |
|     96027 | 1589357.5 |
|     96028 | 1589375.5 |
|     96029 | 1589393.5 |
|     96030 | 1589411.5 |
|     96031 | 1589429.5 |
|     96032 | 1589447.5 |
|     96033 | 1589465.5 |
|     96034 | 1589483.5 |
|     96035 | 1589501.5 |
|     96036 | 1589519.5 |
|     96037 | 1589537.5 |
|     96038 | 1589555.5 |
|     96039 | 1589573.4 |
|     96040 | 1589591.4 |
|     96041 | 1589609.4 |
|     96042 | 1589627.4 |
|     96043 | 1589645.4 |
|     96044 | 1589663.4 |
|     96045 | 1589681.4 |
|     96046 | 1589699.4 |
|     96047 | 1589717.4 |
|     96048 | 1589735.4 |
|     96049 | 1589753.4 |
|     96050 | 1589771.4 |
|     96051 | 1589789.4 |
|     96052 | 1589807.4 |
|     96053 | 1589825.4 |
|     96054 | 1589843.4 |
|     96055 | 1589861.4 |
|     96056 | 1589879.3 |
|     96057 | 1589897.3 |
|     96058 | 1589915.3 |
|     96059 | 1589933.3 |
|     96060 | 1589951.3 |
|     96061 | 1589969.3 |
|     96062 | 1589987.3 |
|     96063 | 1590005.3 |
|     96064 | 1590023.3 |
|     96065 | 1590041.3 |
|     96066 | 1590059.3 |
|     96067 | 1590077.3 |
|     96068 | 1590095.3 |
|     96069 | 1590113.3 |
|     96070 | 1590131.3 |
|     96071 | 1590149.3 |
|     96072 | 1590167.3 |
|     96073 | 1590185.3 |
|     96074 | 1590203.2 |
|     96075 | 1590221.2 |
|     96076 | 1590239.2 |
|     96077 | 1590257.2 |
|     96078 | 1590275.2 |
|     96079 | 1590293.2 |
|     96080 | 1590311.2 |
|     96081 | 1590329.2 |
|     96082 | 1590347.2 |
|     96083 | 1590365.2 |
|     96084 | 1590383.2 |
|     96085 | 1590401.2 |
|     96086 | 1590419.2 |
|     96087 | 1590437.2 |
|     96088 | 1590455.2 |
|     96089 | 1590473.2 |
|     96090 | 1590491.2 |
|     96091 | 1590509.2 |
|     96092 | 1590527.2 |
|     96093 | 1590545.1 |
|     96094 | 1590563.1 |
|     96095 | 1590581.1 |
|     96096 | 1590599.1 |
|     96097 | 1590617.1 |
|     96098 | 1590635.1 |
|     96099 | 1590653.1 |
|     96100 | 1590671.1 |
|     96101 | 1590689.1 |
|     96102 | 1590707.1 |
|     96103 | 1590725.1 |
|     96104 | 1590743.1 |
|     96105 | 1590761.1 |
|     96106 | 1590779.1 |
|     96107 | 1590797.1 |
|     96108 | 1590815.1 |
|     96109 | 1590833.1 |
|     96110 | 1590851.1 |
|     96111 | 1590869.1 |
|     96112 | 1590887.1 |
|     96113 | 1590905.0 |
|     96114 | 1590923.0 |
|     96115 | 1590941.0 |
|     96116 | 1590959.0 |
|     96117 | 1590977.0 |
|     96118 | 1590995.0 |
|     96119 | 1591013.0 |
|     96120 | 1591031.0 |
|     96121 | 1591049.0 |
|     96122 | 1591067.0 |
|     96123 | 1591085.0 |
|     96124 | 1591103.0 |
|     96125 | 1591121.0 |
|     96126 | 1591139.0 |
|     96127 | 1591157.0 |
|     96128 | 1591175.0 |
|     96129 | 1591193.0 |
|     96130 | 1591211.0 |
|     96131 | 1591229.0 |
|     96132 | 1591247.0 |
|     96133 | 1591265.0 |
|     96134 | 1591282.9 |
|     96135 | 1591300.9 |
|     96136 | 1591318.9 |
|     96137 | 1591336.9 |
|     96138 | 1591354.9 |
|     96139 | 1591372.9 |
|     96140 | 1591390.9 |
|     96141 | 1591408.9 |
|     96142 | 1591426.9 |
|     96143 | 1591444.9 |
|     96144 | 1591462.9 |
|     96145 | 1591480.9 |
|     96146 | 1591498.9 |
|     96147 | 1591516.9 |
|     96148 | 1591534.9 |
|     96149 | 1591552.9 |
|     96150 | 1591570.9 |
|     96151 | 1591588.9 |
|     96152 | 1591606.9 |
|     96153 | 1591624.9 |
|     96154 | 1591642.9 |
|     96155 | 1591660.9 |
|     96156 | 1591678.9 |
|     96157 | 1591696.8 |
|     96158 | 1591714.8 |
|     96159 | 1591732.8 |
|     96160 | 1591750.8 |
|     96161 | 1591768.8 |
|     96162 | 1591786.8 |
|     96163 | 1591804.8 |
|     96164 | 1591822.8 |
|     96165 | 1591840.8 |
|     96166 | 1591858.8 |
|     96167 | 1591876.8 |
|     96168 | 1591894.8 |
|     96169 | 1591912.8 |
|     96170 | 1591930.8 |
|     96171 | 1591948.8 |
|     96172 | 1591966.8 |
|     96173 | 1591984.8 |
|     96174 | 1592002.8 |
|     96175 | 1592020.8 |
|     96176 | 1592038.8 |
|     96177 | 1592056.8 |
|     96178 | 1592074.8 |
|     96179 | 1592092.8 |
|     96180 | 1592110.8 |
|     96181 | 1592128.8 |
|     96182 | 1592146.7 |
|     96183 | 1592164.7 |
|     96184 | 1592182.7 |
|     96185 | 1592200.7 |
|     96186 | 1592218.7 |
|     96187 | 1592236.7 |
|     96188 | 1592254.7 |
|     96189 | 1592272.7 |
|     96190 | 1592290.7 |
|     96191 | 1592308.7 |
|     96192 | 1592326.7 |
|     96193 | 1592344.7 |
|     96194 | 1592362.7 |
|     96195 | 1592380.7 |
|     96196 | 1592398.7 |
|     96197 | 1592416.7 |
|     96198 | 1592434.7 |
|     96199 | 1592452.7 |
|     96200 | 1592470.7 |
|     96201 | 1592488.7 |
|     96202 | 1592506.7 |
|     96203 | 1592524.7 |
|     96204 | 1592542.7 |
|     96205 | 1592560.7 |
|     96206 | 1592578.7 |
|     96207 | 1592596.7 |
|     96208 | 1592614.7 |
|     96209 | 1592632.6 |
|     96210 | 1592650.6 |
|     96211 | 1592668.6 |
|     96212 | 1592686.6 |
|     96213 | 1592704.6 |
|     96214 | 1592722.6 |
|     96215 | 1592740.6 |
|     96216 | 1592758.6 |
|     96217 | 1592776.6 |
|     96218 | 1592794.6 |
|     96219 | 1592812.6 |
|     96220 | 1592830.6 |
|     96221 | 1592848.6 |
|     96222 | 1592866.6 |
|     96223 | 1592884.6 |
|     96224 | 1592902.6 |
|     96225 | 1592920.6 |
|     96226 | 1592938.6 |
|     96227 | 1592956.6 |
|     96228 | 1592974.6 |
|     96229 | 1592992.6 |
|     96230 | 1593010.6 |
|     96231 | 1593028.6 |
|     96232 | 1593046.6 |
|     96233 | 1593064.6 |
|     96234 | 1593082.6 |
|     96235 | 1593100.6 |
|     96236 | 1593118.6 |
|     96237 | 1593136.6 |
|     96238 | 1593154.6 |
|     96239 | 1593172.6 |
|     96240 | 1593190.5 |
|     96241 | 1593208.5 |
|     96242 | 1593226.5 |
|     96243 | 1593244.5 |
|     96244 | 1593262.5 |
|     96245 | 1593280.5 |
|     96246 | 1593298.5 |
|     96247 | 1593316.5 |
|     96248 | 1593334.5 |
|     96249 | 1593352.5 |
|     96250 | 1593370.5 |
|     96251 | 1593388.5 |
|     96252 | 1593406.5 |
|     96253 | 1593424.5 |
|     96254 | 1593442.5 |
|     96255 | 1593460.5 |
|     96256 | 1593478.5 |
|     96257 | 1593496.5 |
|     96258 | 1593514.5 |
|     96259 | 1593532.5 |
|     96260 | 1593550.5 |
|     96261 | 1593568.5 |
|     96262 | 1593586.5 |
|     96263 | 1593604.5 |
|     96264 | 1593622.5 |
|     96265 | 1593640.5 |
|     96266 | 1593658.5 |
|     96267 | 1593676.5 |
|     96268 | 1593694.5 |
|     96269 | 1593712.5 |
|     96270 | 1593730.5 |
|     96271 | 1593748.5 |
|     96272 | 1593766.5 |
|     96273 | 1593784.5 |
|     96274 | 1593802.5 |
|     96275 | 1593820.5 |
|     96276 | 1593838.5 |
|     96277 | 1593856.5 |
|     96278 | 1593874.4 |
|     96279 | 1593892.4 |
|     96280 | 1593910.4 |
|     96281 | 1593928.4 |
|     96282 | 1593946.4 |
|     96283 | 1593964.4 |
|     96284 | 1593982.4 |
|     96285 | 1594000.4 |
|     96286 | 1594018.4 |
|     96287 | 1594036.4 |
|     96288 | 1594054.4 |
|     96289 | 1594072.4 |
|     96290 | 1594090.4 |
|     96291 | 1594108.4 |
|     96292 | 1594126.4 |
|     96293 | 1594144.4 |
|     96294 | 1594162.4 |
|     96295 | 1594180.4 |
|     96296 | 1594198.4 |
|     96297 | 1594216.4 |
|     96298 | 1594234.4 |
|     96299 | 1594252.4 |
|     96300 | 1594270.4 |
|     96301 | 1594288.4 |
|     96302 | 1594306.4 |
|     96303 | 1594324.4 |
|     96304 | 1594342.4 |
|     96305 | 1594360.4 |
|     96306 | 1594378.4 |
|     96307 | 1594396.4 |
|     96308 | 1594414.4 |
|     96309 | 1594432.4 |
|     96310 | 1594450.4 |
|     96311 | 1594468.4 |
|     96312 | 1594486.4 |
|     96313 | 1594504.4 |
|     96314 | 1594522.4 |
|     96315 | 1594540.4 |
|     96316 | 1594558.4 |
|     96317 | 1594576.4 |
|     96318 | 1594594.4 |
|     96319 | 1594612.4 |
|     96320 | 1594630.4 |
|     96321 | 1594648.4 |
|     96322 | 1594666.4 |
|     96323 | 1594684.4 |
|     96324 | 1594702.4 |
|     96325 | 1594720.4 |
|     96326 | 1594738.4 |
|     96327 | 1594756.3 |
|     96328 | 1594774.3 |
|     96329 | 1594792.3 |
|     96330 | 1594810.3 |
|     96331 | 1594828.3 |
|     96332 | 1594846.3 |
|     96333 | 1594864.3 |
|     96334 | 1594882.3 |
|     96335 | 1594900.3 |
|     96336 | 1594918.3 |
|     96337 | 1594936.3 |
|     96338 | 1594954.3 |
|     96339 | 1594972.3 |
|     96340 | 1594990.3 |
|     96341 | 1595008.3 |
|     96342 | 1595026.3 |
|     96343 | 1595044.3 |
|     96344 | 1595062.3 |
|     96345 | 1595080.3 |
|     96346 | 1595098.3 |
|     96347 | 1595116.3 |
|     96348 | 1595134.3 |
|     96349 | 1595152.3 |
|     96350 | 1595170.3 |
|     96351 | 1595188.3 |
|     96352 | 1595206.3 |
|     96353 | 1595224.3 |
|     96354 | 1595242.3 |
|     96355 | 1595260.3 |
|     96356 | 1595278.3 |
|     96357 | 1595296.3 |
|     96358 | 1595314.3 |
|     96359 | 1595332.3 |
|     96360 | 1595350.3 |
|     96361 | 1595368.3 |
|     96362 | 1595386.3 |
|     96363 | 1595404.3 |
|     96364 | 1595422.3 |
|     96365 | 1595440.3 |
|     96366 | 1595458.3 |
|     96367 | 1595476.3 |
|     96368 | 1595494.3 |
|     96369 | 1595512.3 |
|     96370 | 1595530.3 |
|     96371 | 1595548.3 |
|     96372 | 1595566.3 |
|     96373 | 1595584.3 |
|     96374 | 1595602.3 |
|     96375 | 1595620.3 |
|     96376 | 1595638.3 |
|     96377 | 1595656.3 |
|     96378 | 1595674.3 |
|     96379 | 1595692.3 |
|     96380 | 1595710.3 |
|     96381 | 1595728.3 |
|     96382 | 1595746.3 |
|     96383 | 1595764.3 |
|     96384 | 1595782.3 |
|     96385 | 1595800.3 |
|     96386 | 1595818.3 |
|     96387 | 1595836.3 |
|     96388 | 1595854.3 |
|     96389 | 1595872.3 |
|     96390 | 1595890.3 |
|     96391 | 1595908.3 |
|     96392 | 1595926.3 |
|     96393 | 1595944.3 |
|     96394 | 1595962.3 |
|     96395 | 1595980.3 |
|     96396 | 1595998.3 |
|     96397 | 1596016.3 |
|     96398 | 1596034.3 |
|     96399 | 1596052.3 |
|     96400 | 1596070.3 |
|     96401 | 1596088.3 |
|     96402 | 1596106.3 |
|     96403 | 1596124.3 |
|     96404 | 1596142.3 |
|     96405 | 1596160.3 |
|     96406 | 1596178.3 |
|     96407 | 1596196.3 |
|     96408 | 1596214.3 |
|     96409 | 1596232.3 |
|     96410 | 1596250.3 |
|     96411 | 1596268.3 |
|     96412 | 1596286.3 |
|     96413 | 1596304.3 |
|     96414 | 1596322.3 |
|     96415 | 1596340.3 |
|     96416 | 1596358.3 |
|     96417 | 1596376.3 |
|     96418 | 1596394.3 |
|     96419 | 1596412.3 |
|     96420 | 1596430.3 |
|     96421 | 1596448.3 |
|     96422 | 1596466.3 |
|     96423 | 1596484.3 |
|     96424 | 1596502.3 |
|     96425 | 1596520.3 |
|     96426 | 1596538.3 |
|     96427 | 1596556.3 |
|     96428 | 1596574.3 |
|     96429 | 1596592.3 |
|     96430 | 1596610.3 |
|     96431 | 1596628.3 |
|     96432 | 1596646.3 |
|     96433 | 1596664.3 |
|     96434 | 1596682.3 |
|     96435 | 1596700.3 |
|     96436 | 1596718.3 |
|     96437 | 1596736.3 |
|     96438 | 1596754.3 |
|     96439 | 1596772.3 |
|     96440 | 1596790.3 |
|     96441 | 1596808.3 |
|     96442 | 1596826.3 |
|     96443 | 1596844.3 |
|     96444 | 1596862.3 |
|     96445 | 1596880.3 |
|     96446 | 1596898.3 |
|     96447 | 1596916.3 |
|     96448 | 1596934.3 |
|     96449 | 1596952.3 |
|     96450 | 1596970.3 |
|     96451 | 1596988.3 |
|     96452 | 1597006.3 |
|     96453 | 1597024.3 |
|     96454 | 1597042.3 |
|     96455 | 1597060.3 |
|     96456 | 1597078.3 |
|     96457 | 1597096.3 |
|     96458 | 1597114.3 |
|     96459 | 1597132.3 |
|     96460 | 1597150.3 |
|     96461 | 1597168.3 |
|     96462 | 1597186.3 |
|     96463 | 1597204.3 |
|     96464 | 1597222.3 |
|     96465 | 1597240.3 |
|     96466 | 1597258.3 |
|     96467 | 1597276.3 |
|     96468 | 1597294.3 |
|     96469 | 1597312.3 |
|     96470 | 1597330.3 |
|     96471 | 1597348.3 |
|     96472 | 1597366.3 |
|     96473 | 1597384.3 |
|     96474 | 1597402.3 |
|     96475 | 1597420.3 |
|     96476 | 1597438.3 |
|     96477 | 1597456.3 |
|     96478 | 1597474.3 |
|     96479 | 1597492.3 |
|     96480 | 1597510.3 |
|     96481 | 1597528.3 |
|     96482 | 1597546.3 |
|     96483 | 1597564.3 |
|     96484 | 1597582.3 |
|     96485 | 1597600.3 |
|     96486 | 1597618.3 |
|     96487 | 1597636.3 |
|     96488 | 1597654.3 |
|     96489 | 1597672.3 |
|     96490 | 1597690.3 |
|     96491 | 1597708.3 |
|     96492 | 1597726.3 |
|     96493 | 1597744.3 |
|     96494 | 1597762.3 |
|     96495 | 1597780.3 |
|     96496 | 1597798.3 |
|     96497 | 1597816.3 |
|     96498 | 1597834.3 |
|     96499 | 1597852.3 |
|     96500 | 1597870.3 |
|     96501 | 1597888.3 |
|     96502 | 1597906.3 |
|     96503 | 1597924.3 |
|     96504 | 1597942.3 |
|     96505 | 1597960.3 |
|     96506 | 1597978.3 |
|     96507 | 1597996.3 |
|     96508 | 1598014.3 |
|     96509 | 1598032.3 |
|     96510 | 1598050.3 |
|     96511 | 1598068.3 |
|     96512 | 1598086.3 |
|     96513 | 1598104.3 |
|     96514 | 1598122.3 |
|     96515 | 1598140.3 |
|     96516 | 1598158.3 |
|     96517 | 1598176.3 |
|     96518 | 1598194.3 |
|     96519 | 1598212.3 |
|     96520 | 1598230.3 |
|     96521 | 1598248.3 |
|     96522 | 1598266.3 |
|     96523 | 1598284.3 |
|     96524 | 1598302.3 |
|     96525 | 1598320.3 |
|     96526 | 1598338.3 |
|     96527 | 1598356.3 |
|     96528 | 1598374.3 |
|     96529 | 1598392.3 |
|     96530 | 1598410.3 |
|     96531 | 1598428.3 |
|     96532 | 1598446.3 |
|     96533 | 1598464.3 |
|     96534 | 1598482.3 |
|     96535 | 1598500.3 |
|     96536 | 1598518.3 |
|     96537 | 1598536.3 |
|     96538 | 1598554.3 |
|     96539 | 1598572.3 |
|     96540 | 1598590.3 |
|     96541 | 1598608.3 |
|     96542 | 1598626.3 |
|     96543 | 1598644.3 |
|     96544 | 1598662.3 |
|     96545 | 1598680.3 |
|     96546 | 1598698.3 |
|     96547 | 1598716.3 |
|     96548 | 1598734.3 |
|     96549 | 1598752.4 |
|     96550 | 1598770.4 |
|     96551 | 1598788.4 |
|     96552 | 1598806.4 |
|     96553 | 1598824.4 |
|     96554 | 1598842.4 |
|     96555 | 1598860.4 |
|     96556 | 1598878.4 |
|     96557 | 1598896.4 |
|     96558 | 1598914.4 |
|     96559 | 1598932.4 |
|     96560 | 1598950.4 |
|     96561 | 1598968.4 |
|     96562 | 1598986.4 |
|     96563 | 1599004.4 |
|     96564 | 1599022.4 |
|     96565 | 1599040.4 |
|     96566 | 1599058.4 |
|     96567 | 1599076.4 |
|     96568 | 1599094.4 |
|     96569 | 1599112.4 |
|     96570 | 1599130.4 |
|     96571 | 1599148.4 |
|     96572 | 1599166.4 |
|     96573 | 1599184.4 |
|     96574 | 1599202.4 |
|     96575 | 1599220.4 |
|     96576 | 1599238.4 |
|     96577 | 1599256.4 |
|     96578 | 1599274.4 |
|     96579 | 1599292.4 |
|     96580 | 1599310.4 |
|     96581 | 1599328.4 |
|     96582 | 1599346.4 |
|     96583 | 1599364.4 |
|     96584 | 1599382.4 |
|     96585 | 1599400.4 |
|     96586 | 1599418.4 |
|     96587 | 1599436.4 |
|     96588 | 1599454.4 |
|     96589 | 1599472.4 |
|     96590 | 1599490.4 |
|     96591 | 1599508.4 |
|     96592 | 1599526.4 |
|     96593 | 1599544.4 |
|     96594 | 1599562.4 |
|     96595 | 1599580.4 |
|     96596 | 1599598.4 |
|     96597 | 1599616.4 |
|     96598 | 1599634.5 |
|     96599 | 1599652.5 |
|     96600 | 1599670.5 |
|     96601 | 1599688.5 |
|     96602 | 1599706.5 |
|     96603 | 1599724.5 |
|     96604 | 1599742.5 |
|     96605 | 1599760.5 |
|     96606 | 1599778.5 |
|     96607 | 1599796.5 |
|     96608 | 1599814.5 |
|     96609 | 1599832.5 |
|     96610 | 1599850.5 |
|     96611 | 1599868.5 |
|     96612 | 1599886.5 |
|     96613 | 1599904.5 |
|     96614 | 1599922.5 |
|     96615 | 1599940.5 |
|     96616 | 1599958.5 |
|     96617 | 1599976.5 |
|     96618 | 1599994.5 |
|     96619 | 1600012.5 |
|     96620 | 1600030.5 |
|     96621 | 1600048.5 |
|     96622 | 1600066.5 |
|     96623 | 1600084.5 |
|     96624 | 1600102.5 |
|     96625 | 1600120.5 |
|     96626 | 1600138.5 |
|     96627 | 1600156.5 |
|     96628 | 1600174.5 |
|     96629 | 1600192.5 |
|     96630 | 1600210.5 |
|     96631 | 1600228.5 |
|     96632 | 1600246.5 |
|     96633 | 1600264.5 |
|     96634 | 1600282.5 |
|     96635 | 1600300.6 |
|     96636 | 1600318.6 |
|     96637 | 1600336.6 |
|     96638 | 1600354.6 |
|     96639 | 1600372.6 |
|     96640 | 1600390.6 |
|     96641 | 1600408.6 |
|     96642 | 1600426.6 |
|     96643 | 1600444.6 |
|     96644 | 1600462.6 |
|     96645 | 1600480.6 |
|     96646 | 1600498.6 |
|     96647 | 1600516.6 |
|     96648 | 1600534.6 |
|     96649 | 1600552.6 |
|     96650 | 1600570.6 |
|     96651 | 1600588.6 |
|     96652 | 1600606.6 |
|     96653 | 1600624.6 |
|     96654 | 1600642.6 |
|     96655 | 1600660.6 |
|     96656 | 1600678.6 |
|     96657 | 1600696.6 |
|     96658 | 1600714.6 |
|     96659 | 1600732.6 |
|     96660 | 1600750.6 |
|     96661 | 1600768.6 |
|     96662 | 1600786.6 |
|     96663 | 1600804.6 |
|     96664 | 1600822.6 |
|     96665 | 1600840.6 |
|     96666 | 1600858.6 |
|     96667 | 1600876.7 |
|     96668 | 1600894.7 |
|     96669 | 1600912.7 |
|     96670 | 1600930.7 |
|     96671 | 1600948.7 |
|     96672 | 1600966.7 |
|     96673 | 1600984.7 |
|     96674 | 1601002.7 |
|     96675 | 1601020.7 |
|     96676 | 1601038.7 |
|     96677 | 1601056.7 |
|     96678 | 1601074.7 |
|     96679 | 1601092.7 |
|     96680 | 1601110.7 |
|     96681 | 1601128.7 |
|     96682 | 1601146.7 |
|     96683 | 1601164.7 |
|     96684 | 1601182.7 |
|     96685 | 1601200.7 |
|     96686 | 1601218.7 |
|     96687 | 1601236.7 |
|     96688 | 1601254.7 |
|     96689 | 1601272.7 |
|     96690 | 1601290.7 |
|     96691 | 1601308.7 |
|     96692 | 1601326.7 |
|     96693 | 1601344.7 |
|     96694 | 1601362.8 |
|     96695 | 1601380.8 |
|     96696 | 1601398.8 |
|     96697 | 1601416.8 |
|     96698 | 1601434.8 |
|     96699 | 1601452.8 |
|     96700 | 1601470.8 |
|     96701 | 1601488.8 |
|     96702 | 1601506.8 |
|     96703 | 1601524.8 |
|     96704 | 1601542.8 |
|     96705 | 1601560.8 |
|     96706 | 1601578.8 |
|     96707 | 1601596.8 |
|     96708 | 1601614.8 |
|     96709 | 1601632.8 |
|     96710 | 1601650.8 |
|     96711 | 1601668.8 |
|     96712 | 1601686.8 |
|     96713 | 1601704.8 |
|     96714 | 1601722.8 |
|     96715 | 1601740.8 |
|     96716 | 1601758.8 |
|     96717 | 1601776.8 |
|     96718 | 1601794.8 |
|     96719 | 1601812.9 |
|     96720 | 1601830.9 |
|     96721 | 1601848.9 |
|     96722 | 1601866.9 |
|     96723 | 1601884.9 |
|     96724 | 1601902.9 |
|     96725 | 1601920.9 |
|     96726 | 1601938.9 |
|     96727 | 1601956.9 |
|     96728 | 1601974.9 |
|     96729 | 1601992.9 |
|     96730 | 1602010.9 |
|     96731 | 1602028.9 |
|     96732 | 1602046.9 |
|     96733 | 1602064.9 |
|     96734 | 1602082.9 |
|     96735 | 1602100.9 |
|     96736 | 1602118.9 |
|     96737 | 1602136.9 |
|     96738 | 1602154.9 |
|     96739 | 1602172.9 |
|     96740 | 1602190.9 |
|     96741 | 1602208.9 |
|     96742 | 1602227.0 |
|     96743 | 1602245.0 |
|     96744 | 1602263.0 |
|     96745 | 1602281.0 |
|     96746 | 1602299.0 |
|     96747 | 1602317.0 |
|     96748 | 1602335.0 |
|     96749 | 1602353.0 |
|     96750 | 1602371.0 |
|     96751 | 1602389.0 |
|     96752 | 1602407.0 |
|     96753 | 1602425.0 |
|     96754 | 1602443.0 |
|     96755 | 1602461.0 |
|     96756 | 1602479.0 |
|     96757 | 1602497.0 |
|     96758 | 1602515.0 |
|     96759 | 1602533.0 |
|     96760 | 1602551.0 |
|     96761 | 1602569.0 |
|     96762 | 1602587.0 |
|     96763 | 1602605.1 |
|     96764 | 1602623.1 |
|     96765 | 1602641.1 |
|     96766 | 1602659.1 |
|     96767 | 1602677.1 |
|     96768 | 1602695.1 |
|     96769 | 1602713.1 |
|     96770 | 1602731.1 |
|     96771 | 1602749.1 |
|     96772 | 1602767.1 |
|     96773 | 1602785.1 |
|     96774 | 1602803.1 |
|     96775 | 1602821.1 |
|     96776 | 1602839.1 |
|     96777 | 1602857.1 |
|     96778 | 1602875.1 |
|     96779 | 1602893.1 |
|     96780 | 1602911.1 |
|     96781 | 1602929.1 |
|     96782 | 1602947.1 |
|     96783 | 1602965.2 |
|     96784 | 1602983.2 |
|     96785 | 1603001.2 |
|     96786 | 1603019.2 |
|     96787 | 1603037.2 |
|     96788 | 1603055.2 |
|     96789 | 1603073.2 |
|     96790 | 1603091.2 |
|     96791 | 1603109.2 |
|     96792 | 1603127.2 |
|     96793 | 1603145.2 |
|     96794 | 1603163.2 |
|     96795 | 1603181.2 |
|     96796 | 1603199.2 |
|     96797 | 1603217.2 |
|     96798 | 1603235.2 |
|     96799 | 1603253.2 |
|     96800 | 1603271.2 |
|     96801 | 1603289.2 |
|     96802 | 1603307.3 |
|     96803 | 1603325.3 |
|     96804 | 1603343.3 |
|     96805 | 1603361.3 |
|     96806 | 1603379.3 |
|     96807 | 1603397.3 |
|     96808 | 1603415.3 |
|     96809 | 1603433.3 |
|     96810 | 1603451.3 |
|     96811 | 1603469.3 |
|     96812 | 1603487.3 |
|     96813 | 1603505.3 |
|     96814 | 1603523.3 |
|     96815 | 1603541.3 |
|     96816 | 1603559.3 |
|     96817 | 1603577.3 |
|     96818 | 1603595.3 |
|     96819 | 1603613.3 |
|     96820 | 1603631.4 |
|     96821 | 1603649.4 |
